"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1277","300 Hayes Street, Civic Center, San Francisco","2367","0 Los Norrabos, El Toyonal, Orinda","10/1/2017 - 10/31/2017, Every day, Daily Average",1445,1097,1902
"1277","300 Hayes Street, Civic Center, San Francisco","2378","700 Welch Road, Palo Alto","10/1/2017 - 10/31/2017, Every day, Daily Average",2667,2207,3222
"1277","300 Hayes Street, Civic Center, San Francisco","2395","39200 Farwell Drive, 28 Palms, Fremont","10/1/2017 - 10/31/2017, Every day, Daily Average",2893,2184,3831
"1277","300 Hayes Street, Civic Center, San Francisco","2401","1400 Queens Road, Berkeley Hills, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",2143,1535,2991
"1277","300 Hayes Street, Civic Center, San Francisco","2403","2800 Forest Avenue, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1755,1198,2570
"1277","300 Hayes Street, Civic Center, San Francisco","2404","500 Fairway Drive, Novato","10/1/2017 - 10/31/2017, Every day, Daily Average",2030,1638,2514
"1277","300 Hayes Street, Civic Center, San Francisco","2405","0 Upper Ames Avenue, Ross","10/1/2017 - 10/31/2017, Every day, Daily Average",1845,1571,2166
"1277","300 Hayes Street, Civic Center, San Francisco","2406","1700 Vistazo Street West, Tiburon, Belvedere Tiburon","10/1/2017 - 10/31/2017, Every day, Daily Average",1682,1407,2009
"1277","300 Hayes Street, Civic Center, San Francisco","2409","4300 Hacienda Drive, Pleasanton","10/1/2017 - 10/31/2017, Every day, Daily Average",2864,2181,3759
"1277","300 Hayes Street, Civic Center, San Francisco","2421","0 Lakeview Avenue, Piedmont","10/1/2017 - 10/31/2017, Every day, Daily Average",1675,1253,2237
"1277","300 Hayes Street, Civic Center, San Francisco","2423","21800 Tanglewood Drive, Castro Valley","10/1/2017 - 10/31/2017, Every day, Daily Average",2146,1564,2944
"1277","300 Hayes Street, Civic Center, San Francisco","2434","1000 18th Street, West Oakland, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1308,945,1809
"1277","300 Hayes Street, Civic Center, San Francisco","2435","4700 Clarewood Drive, Upper Rockridge, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1548,1085,2206
"1277","300 Hayes Street, Civic Center, San Francisco","2437","3200 38th Avenue, Allendale, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1436,1020,2021
"1277","300 Hayes Street, Civic Center, San Francisco","2438","Margie Lane, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",2138,1333,3429
"1277","300 Hayes Street, Civic Center, San Francisco","2441","100 Octavia Street, Western Addition, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",102,44,234
"1277","300 Hayes Street, Civic Center, San Francisco","2442","2800 Mission Street, Mission District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",545,399,742
"1277","300 Hayes Street, Civic Center, San Francisco","2443","500 22nd Street, Potrero Hill, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",731,521,1025
"1277","300 Hayes Street, Civic Center, San Francisco","2448","200 Shorebird Circle, Redwood Shores, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",1974,1538,2533
"1277","300 Hayes Street, Civic Center, San Francisco","2451","700 Westlake Center, Westlake, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1024,713,1469
"1277","300 Hayes Street, Civic Center, San Francisco","2452","400 Verducci Drive, Serramonte, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1229,898,1680
"1277","300 Hayes Street, Civic Center, San Francisco","2453","0 Orange Court, Country Club Manor, Hillsborough","10/1/2017 - 10/31/2017, Every day, Daily Average",1557,1241,1952
"1277","300 Hayes Street, Civic Center, San Francisco","2454","0 16th Avenue, Hayward Park, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1656,1320,2076
"1277","300 Hayes Street, Civic Center, San Francisco","2455","1300 Holly Street, San Carlos","10/1/2017 - 10/31/2017, Every day, Daily Average",1886,1442,2465
"1277","300 Hayes Street, Civic Center, San Francisco","2456","300 Sherwood Way, Linfield Oaks, Menlo Park","10/1/2017 - 10/31/2017, Every day, Daily Average",2431,1977,2988
"1277","300 Hayes Street, Civic Center, San Francisco","2460","1300 Montgomery Street, North Beach, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",872,624,1218
"1277","300 Hayes Street, Civic Center, San Francisco","2463","200 Moncada Way, Oceanview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1264,963,1658
"1277","300 Hayes Street, Civic Center, San Francisco","2464","1700 47th Avenue, Sunset District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1206,920,1580
"1277","300 Hayes Street, Civic Center, San Francisco","2465","Diamond Cove Terrace, Bayview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",657,448,962
"1277","300 Hayes Street, Civic Center, San Francisco","2466","400 Amador Street, Bayview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",703,469,1053
"1277","300 Hayes Street, Civic Center, San Francisco","2483","100 Burns Court, Pleasant Hill","10/1/2017 - 10/31/2017, Every day, Daily Average",1875,1608,2185
"1277","300 Hayes Street, Civic Center, San Francisco","2485","0 Jolie Lane, Walnut Creek","10/1/2017 - 10/31/2017, Every day, Daily Average",1943,1489,2534
"1277","300 Hayes Street, Civic Center, San Francisco","2495","100 Shrader Street, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",357,230,551
"1277","300 Hayes Street, Civic Center, San Francisco","2496","100 Diamond Street, The Castro, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",515,365,725
"1277","300 Hayes Street, Civic Center, San Francisco","2497","600 Tompkins Avenue, Bernal Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",571,387,842
"1277","300 Hayes Street, Civic Center, San Francisco","2498","700 Rolph Street, Crocker-Amazon, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1125,841,1503
"1277","300 Hayes Street, Civic Center, San Francisco","2499","400 Faxon Avenue, Ingleside, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1019,737,1407
"1277","300 Hayes Street, Civic Center, San Francisco","2502","Old Guadalupe Trail, Daly City","10/1/2017 - 10/31/2017, Every day, Daily Average",1274,989,1640
"1277","300 Hayes Street, Civic Center, San Francisco","2503","3700 Callan Boulevard, Westborough, South San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1305,973,1749
"1277","300 Hayes Street, Civic Center, San Francisco","2504","5900 Cabrillo Highway, Pacifica","10/1/2017 - 10/31/2017, Every day, Daily Average",1436,1154,1785
"1277","300 Hayes Street, Civic Center, San Francisco","2505","1000 Commodore Drive, San Bruno","10/1/2017 - 10/31/2017, Every day, Daily Average",1284,970,1699
"1277","300 Hayes Street, Civic Center, San Francisco","2510","400 Nevada Avenue, Baywood - Aragon, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1804,1482,2195
"1277","300 Hayes Street, Civic Center, San Francisco","2512","300 Genoa Drive, Redwood Shores, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",2038,1616,2569
"1277","300 Hayes Street, Civic Center, San Francisco","2513","300 O' Connor Street, The Willows, Menlo Park","10/1/2017 - 10/31/2017, Every day, Daily Average",2261,1786,2862
"1277","300 Hayes Street, Civic Center, San Francisco","2519","3700 35th Avenue, Redwood Heights, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1768,1215,2571
"1277","300 Hayes Street, Civic Center, San Francisco","2520","3200 Shawn Way, Hayward","10/1/2017 - 10/31/2017, Every day, Daily Average",2261,1667,3065
"1277","300 Hayes Street, Civic Center, San Francisco","2525","1200 Elko Drive, Sunnyvale","10/1/2017 - 10/31/2017, Every day, Daily Average",2876,2257,3663
"1277","300 Hayes Street, Civic Center, San Francisco","2530","3200 Blandon Road, Oak Knoll Golf Links, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1577,1181,2105
"1277","300 Hayes Street, Civic Center, San Francisco","2533","5500 Forbes Drive, Newark","10/1/2017 - 10/31/2017, Every day, Daily Average",2707,2125,3446
"1277","300 Hayes Street, Civic Center, San Francisco","2535","3300 Walton Way, West San Jose, San Jose","10/1/2017 - 10/31/2017, Every day, Daily Average",3395,2719,4238
"1277","300 Hayes Street, Civic Center, San Francisco","2540","400 Duperu Drive, Crockett","10/1/2017 - 10/31/2017, Every day, Daily Average",2105,1722,2573
"1277","300 Hayes Street, Civic Center, San Francisco","2553","700 Rowland Boulevard, Novato","10/1/2017 - 10/31/2017, Every day, Daily Average",2130,1726,2627
"1277","300 Hayes Street, Civic Center, San Francisco","2554","0 Oliver Lane, Mill Valley","10/1/2017 - 10/31/2017, Every day, Daily Average",1333,1061,1673
"1277","300 Hayes Street, Civic Center, San Francisco","2582","1200 Manzanita Drive, Millbrae","10/1/2017 - 10/31/2017, Every day, Daily Average",1468,1132,1902
"1277","300 Hayes Street, Civic Center, San Francisco","2593","5500 Stoneridge Mall Road, Pleasanton","10/1/2017 - 10/31/2017, Every day, Daily Average",2636,2096,3314
"1277","300 Hayes Street, Civic Center, San Francisco","2597","3000 Telegraph Avenue, Pill Hill, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1189,836,1689
"1277","300 Hayes Street, Civic Center, San Francisco","2601","800 Cole Street, Ashbury Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",663,453,969
"1277","300 Hayes Street, Civic Center, San Francisco","2603","11200 Kerrigan Drive, Chabot Park, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1687,1268,2243
"1277","300 Hayes Street, Civic Center, San Francisco","2605","0 Cable Roadway, Sausalito","10/1/2017 - 10/31/2017, Every day, Daily Average",1114,851,1457
"1277","300 Hayes Street, Civic Center, San Francisco","2606","2100 Beach Street, Marina District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",759,543,1060
"1277","300 Hayes Street, Civic Center, San Francisco","2607","100 Campus Drive, Stanford","10/1/2017 - 10/31/2017, Every day, Daily Average",2743,2254,3337
"1277","300 Hayes Street, Civic Center, San Francisco","2611","2000 Evergreen Avenue, Assumption Parish, San Leandro","10/1/2017 - 10/31/2017, Every day, Daily Average",1826,1379,2416
"1277","300 Hayes Street, Civic Center, San Francisco","2613","1700 Eisenhower Street, Shoreview, San Mateo","10/1/2017 - 10/31/2017, Every day, Daily Average",1559,1207,2012
"1277","300 Hayes Street, Civic Center, San Francisco","2614","100 West Portal Avenue, West of Twin Peaks, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1136,871,1481
"1277","300 Hayes Street, Civic Center, San Francisco","2616","0 Donna Way, Sequoyah, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",2476,1395,4392
"1277","300 Hayes Street, Civic Center, San Francisco","2620","2200 McGee Avenue, Central Berkeley, Berkeley","10/1/2017 - 10/31/2017, Every day, Daily Average",1515,1075,2133
"1277","300 Hayes Street, Civic Center, San Francisco","2622","300 Langton Street, South of Market, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",433,267,701
"1277","300 Hayes Street, Civic Center, San Francisco","2624","1300 16th Avenue, Inner Sunset, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",695,500,965
"1277","300 Hayes Street, Civic Center, San Francisco","2625","400 Alpha Street, Visitacion Valley, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",818,566,1181
"1277","300 Hayes Street, Civic Center, San Francisco","2629","Cochrane Street, Bayview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1022,780,1338
"1277","300 Hayes Street, Civic Center, San Francisco","2632","700 Campbell Village Court, West Oakland, Oakland","10/1/2017 - 10/31/2017, Every day, Daily Average",1262,906,1756
"1277","300 Hayes Street, Civic Center, San Francisco","2634","Dwight D. Eisenhower Highway, Albany","10/1/2017 - 10/31/2017, Every day, Daily Average",1235,924,1649
"1277","300 Hayes Street, Civic Center, San Francisco","2635","2300 Industrial Parkway West, Hayward","10/1/2017 - 10/31/2017, Every day, Daily Average",2345,1819,3022
"1277","300 Hayes Street, Civic Center, San Francisco","2636","1300 San Anselmo Avenue, San Anselmo","10/1/2017 - 10/31/2017, Every day, Daily Average",2008,1730,2330
"1277","300 Hayes Street, Civic Center, San Francisco","2643","1300 Egbert Avenue, Bayview, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",939,663,1329
"1277","300 Hayes Street, Civic Center, San Francisco","2650","400 Palm Avenue, Millbrae","10/1/2017 - 10/31/2017, Every day, Daily Average",1585,1183,2123
"1277","300 Hayes Street, Civic Center, San Francisco","2654","Robert Dollar Drive, San Rafael","10/1/2017 - 10/31/2017, Every day, Daily Average",1772,1393,2253
"1277","300 Hayes Street, Civic Center, San Francisco","2656","7500 Hollanderry Place, Cupertino","10/1/2017 - 10/31/2017, Every day, Daily Average",2944,2388,3628
"1277","300 Hayes Street, Civic Center, San Francisco","2658","400 Mariposa Avenue, Shoreline West, Mountain View","10/1/2017 - 10/31/2017, Every day, Daily Average",2909,2284,3704
"1277","300 Hayes Street, Civic Center, San Francisco","2660","0 Burgess Court, Sausalito","10/1/2017 - 10/31/2017, Every day, Daily Average",1170,922,1483
"1277","300 Hayes Street, Civic Center, San Francisco","2673","100 Rutledge Street, Bernal Heights, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",488,323,736
"1277","300 Hayes Street, Civic Center, San Francisco","2675","200 Sandpiper Court, Foster City","10/1/2017 - 10/31/2017, Every day, Daily Average",1740,1350,2242
"1277","300 Hayes Street, Civic Center, San Francisco","2682","Middle Burdell Fire Road, Novato","10/1/2017 - 10/31/2017, Every day, Daily Average",2302,1964,2697
"1277","300 Hayes Street, Civic Center, San Francisco","2691","800 Hacienda Way, Millbrae","10/1/2017 - 10/31/2017, Every day, Daily Average",1683,1331,2127
"1277","300 Hayes Street, Civic Center, San Francisco","2694","1900 Buchanan Street, Western Addition, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",404,255,637
"1277","300 Hayes Street, Civic Center, San Francisco","2695","2200 Rivera Street, Sunset District, San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1197,925,1547
"1277","300 Hayes Street, Civic Center, San Francisco","2697","200 F Street, Centennial, Redwood City","10/1/2017 - 10/31/2017, Every day, Daily Average",1869,1513,2307
"1277","300 Hayes Street, Civic Center, San Francisco","2700","300 Ponderosa Road, Avalon, South San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1361,960,1927
"1277","300 Hayes Street, Civic Center, San Francisco","2708","200 Westview Drive, Sunshine Gardens, South San Francisco","10/1/2017 - 10/31/2017, Every day, Daily Average",1557,1196,2025
